time_s,temperature_C,feedrate_mms,extrusion_force_N,die_diameter_px,die_temperature_C,measured_temperature_C,measured_feedrate_mms,meter_count_mm
3319.2999999980766,227.5,2.0526666666666666,13.918940000000001,18.341428756713867,193.1,227.09,2.0076603944463782,5933.664274911801
3319.3999999980765,227.5,2.0526666666666666,13.920900000000001,18.341428756713867,193.20001,227.09,1.9485337200967991,5933.843974011586
3319.4999999980764,227.5,2.0526666666666666,13.927760000000003,18.355573654174805,193.1,227.19,2.0223234059315525,5934.113522661264
3319.5999999980763,227.5,2.0526666666666666,13.934620000000002,19.735809326171875,193.20001,227.19,1.9354761873940525,5934.293221761049
3319.6999999980762,227.5,2.0526666666666666,13.947360000000003,19.784866333007812,193.1,227.27,2.0475686827987207,5934.562770410727
3319.799999998076,227.5,2.0526666666666666,13.957160000000002,19.68825340270996,193.20001,227.27,1.9892499775303991,5934.742469510514
3319.899999998076,227.5,2.0526666666666666,13.963040000000001,19.68825340270996,193.20001,227.33,1.9373227029090314,5934.922168610298
3319.999999998076,227.5,2.0526666666666666,13.967940000000002,19.802631378173828,193.0,227.33,2.0144346587543587,5935.191717259976
3320.099999998076,227.5,2.0526666666666666,13.968920000000002,19.961627960205078,193.20001,227.38,2.021139018955048,5935.3714163597615
3320.199999998076,227.5,2.0526666666666666,13.967940000000002,19.718074798583984,193.1,227.38,2.040153435330679,5935.640965009439
3320.2999999980757,227.5,2.0526666666666666,13.969900000000003,19.98707389831543,193.1,227.38,1.9611246238405917,5935.820664109224
3320.3999999980756,227.5,2.0526666666666666,13.969900000000003,19.98707389831543,193.1,227.43,2.0316493498017656,5936.090212758902
3320.4999999980755,227.5,2.0526666666666666,13.974800000000002,19.403257369995117,193.20001,227.43,2.038410321473893,5936.35976140858
3320.5999999980754,227.5,2.0526666666666666,13.98362,19.525951385498047,193.20001,227.43,2.036863923846196,5936.539460508366
3320.6999999980753,227.5,2.0526666666666666,13.989500000000001,19.861440658569336,193.20001,227.43,2.0383944445443176,5936.719159608151
3320.7999999980752,227.5,2.0526666666666666,13.997340000000001,19.793983459472656,193.0,227.51,2.0691184682771406,5936.988708257829
3320.899999998075,227.5,2.0526666666666666,14.00224,19.793983459472656,193.20001,227.51,2.047165146294785,5937.168407357613
3320.999999998075,227.5,2.0526666666666666,14.007140000000003,19.744447708129883,193.20001,227.51,2.036910162731479,5937.437956007291
3321.099999998075,227.5,2.0526666666666666,14.011060000000002,19.89779281616211,193.1,227.56,2.03643686385941,5937.617655107078
3321.199999998075,227.5,2.0526666666666666,14.012040000000002,19.7108154296875,193.1,227.56,2.0375202722054433,5937.887203756756
3321.299999998075,227.5,2.0526666666666666,14.011060000000002,19.882591247558594,193.1,227.6,2.059199511379647,5938.066902856541
3321.3999999980747,227.5,2.0526666666666666,14.011060000000002,19.771947860717773,193.0,227.6,2.038364014453935,5938.246601956326
3321.4999999980746,227.5,2.0526666666666666,14.007140000000003,19.771947860717773,193.0,227.62,2.0201028432069985,5938.516150606004
3321.5999999980745,227.5,2.0526666666666666,14.00126,20.0,193.20001,227.62,2.0306618952862543,5938.785699255682
3321.6999999980744,227.5,2.0526666666666666,13.996360000000001,19.85658836364746,193.1,227.63,2.032827668480807,5938.965398355468
3321.7999999980743,227.5,2.0526666666666666,13.990480000000002,19.92060661315918,193.1,227.63,2.053178117706745,5939.234947005147
3321.8999999980742,227.5,2.0526666666666666,13.9846,19.782915115356445,193.0,227.63,2.040377002460724,5939.414646104931
3321.999999998074,227.5,2.0526666666666666,13.979700000000001,19.782915115356445,193.1,227.65,2.0385818962967734,5939.684194754609
3322.099999998074,227.5,2.0526666666666666,13.975780000000002,19.790451049804688,193.0,227.65,2.1204725010061556,5939.953743404288
3322.199999998074,227.5,2.0526666666666666,13.975780000000002,19.737903594970703,193.1,227.65,2.040837103983028,5940.133442504072
3322.299999998074,227.5,2.0526666666666666,13.971860000000001,19.706695556640625,193.20001,227.65,2.050316688025732,5940.313141603859
3322.399999998074,227.5,2.0526666666666666,13.965,19.800561904907227,193.20001,227.63,2.0885839949328044,5940.582690253536
3322.4999999980737,227.5,2.0526666666666666,13.9601,19.800561904907227,193.20001,227.63,2.036777616874613,5940.762389353322
3322.5999999980736,227.5,2.0526666666666666,13.952260000000003,19.632137298583984,193.0,227.63,2.038592482835832,5941.031938003
3322.6999999980735,227.5,2.0526666666666666,13.949320000000002,19.496906280517578,193.1,227.61,2.036343991018671,5941.211637102784
